 0.00000000e+00 7.49844682e-01
 7.37373737e-01 7.49844682e-01
 1.47474747e+00 7.26873697e-01
 2.21212121e+00 6.60226416e-01
 2.94949495e+00 5.08265373e-01
 3.68686869e+00 2.30795375e-01
 4.42424242e+00 -1.33519623e-01
 5.16161616e+00 -4.46260939e-01
 5.89898990e+00 -6.32354021e-01
 6.63636364e+00 -7.17287565e-01
 7.37373737e+00 -7.41639356e-01
 8.11111111e+00 -7.21748276e-01
 8.84848485e+00 -6.44109394e-01
 9.58585859e+00 -4.69700992e-01
 1.03232323e+01 -1.68237609e-01
 1.10606061e+01 1.97194574e-01
 1.17979798e+01 4.86409687e-01
 1.25353535e+01 6.48991001e-01
 1.32727273e+01 7.21675126e-01
 1.40101010e+01 7.47689414e-01
 1.47474747e+01 7.50063865e-01
 1.54848485e+01 7.31235164e-01
 1.62222222e+01 6.73473741e-01
 1.69595960e+01 5.37870269e-01
 1.76969697e+01 2.80609729e-01
 1.84343434e+01 -7.73309651e-02
 1.91717172e+01 -4.05244542e-01
 1.99090909e+01 -6.10089263e-01
 2.06464646e+01 -7.07560733e-01
 2.13838384e+01 -7.40045842e-01
 2.21212121e+01 -7.28904592e-01
 2.28585859e+01 -6.66355689e-01
 2.35959596e+01 -5.17551053e-01
 2.43333333e+01 -2.44439464e-01
 2.50707071e+01 1.17145539e-01
 2.58080808e+01 4.31034524e-01
 2.65454545e+01 6.19425153e-01
 2.72828283e+01 7.07553853e-01
 2.80202020e+01 7.41241310e-01
 2.87575758e+01 7.48804921e-01
 2.94949495e+01 7.38216569e-01
 3.02323232e+01 6.98464355e-01
 3.09696970e+01 5.97977340e-01
 3.17070707e+01 3.90313865e-01
 3.24444444e+01 6.12629906e-02
 3.31818182e+01 -2.93178240e-01
 3.39191919e+01 -5.45630754e-01
 3.46565657e+01 -6.77938227e-01
 3.53939394e+01 -7.31422109e-01
 3.61313131e+01 -7.37993677e-01
 3.68686869e+01 -7.02421647e-01
 3.76060606e+01 -6.01412020e-01
 3.83434343e+01 -3.92528706e-01
 3.90808081e+01 -6.36115049e-02
 3.98181818e+01 2.88937731e-01
 4.05555556e+01 5.38959357e-01
 4.12929293e+01 6.69635298e-01
 4.20303030e+01 7.24937048e-01
 4.27676768e+01 7.43417190e-01
 4.35050505e+01 7.43621282e-01
 4.42424242e+01 7.25739209e-01
 4.49797980e+01 6.71676470e-01
 4.57171717e+01 5.43404895e-01
 4.64545455e+01 2.96832542e-01
 4.71919192e+01 -5.35135110e-02
 4.79292929e+01 -3.83613043e-01
 4.86666667e+01 -5.95036532e-01
 4.94040404e+01 -6.98163982e-01
 5.01414141e+01 -7.35753772e-01
 5.08787879e+01 -7.32611236e-01
 5.16161616e+01 -6.86449453e-01
 5.23535354e+01 -5.68338260e-01
 5.30909091e+01 -3.35982479e-01
 5.38282828e+01 6.45898521e-03
 5.45656566e+01 3.44563695e-01
 5.53030303e+01 5.68857637e-01
 5.60404040e+01 6.80990388e-01
 5.67777778e+01 7.26706351e-01
 5.75151515e+01 7.41107385e-01
 5.82525253e+01 7.39860116e-01
 5.89898990e+01 7.21403297e-01
 5.97272727e+01 6.66606709e-01
 6.04646465e+01 5.36983724e-01
 6.12020202e+01 2.89086648e-01
 6.19393939e+01 -6.04633553e-02
 6.26767677e+01 -3.87372573e-01
 6.34141414e+01 -5.95865417e-01
 6.41515152e+01 -6.97439587e-01
 6.48888889e+01 -7.34682186e-01
 6.56262626e+01 -7.32388318e-01
 6.63636364e+01 -6.88854268e-01
 6.71010101e+01 -5.76150794e-01
 6.78383838e+01 -3.51741220e-01
 6.85757576e+01 -1.45865020e-02
 6.93131313e+01 3.26769823e-01
 7.00505051e+01 5.58050042e-01
 7.07878788e+01 6.75319572e-01
 7.15252525e+01 7.23658413e-01
 7.22626263e+01 7.39314421e-01
 7.30000000e+01 7.39314421e-01
